customer_id,signup_date,plan,monthly_fee,recency_days,churn
698,2022-12-24,premium,40.0,28,0
699,2021-10-16,basic,10.0,195,1
700,2021-07-05,basic,10.0,99,0
701,2021-11-03,standard,20.0,67,0
702,2023-10-04,standard,20.0,196,0
703,2022-06-03,basic,10.0,177,0
704,2021-07-11,basic,10.0,88,1
705,2021-01-19,basic,10.0,156,1
706,2022-01-24,standard,20.0,88,1
707,2023-09-06,standard,20.0,124,1
708,2021-02-21,premium,40.0,45,1
709,2022-06-15,premium,40.0,167,1
710,2022-02-11,basic,10.0,57,0
711,2021-06-29,basic,10.0,135,0
712,2023-03-12,standard,20.0,107,0
713,2022-06-24,premium,40.0,42,0
714,2021-05-14,basic,10.0,134,0
715,2023-12-17,basic,10.0,27,0
716,2023-05-01,basic,10.0,1,0
717,2022-06-30,standard,20.0,38,0
718,2022-04-13,standard,20.0,12,0
719,2022-10-06,basic,10.0,60,0
720,2023-05-29,basic,10.0,182,1
721,2021-04-23,standard,20.0,139,1
722,2021-07-10,standard,20.0,171,1
723,2021-07-04,basic,10.0,144,1
724,2023-09-16,standard,20.0,133,1
725,2022-05-12,basic,10.0,122,0
726,2023-03-08,standard,20.0,196,1
727,2021-07-21,premium,40.0,94,1
728,2021-02-22,basic,10.0,71,0
729,2022-01-07,standard,20.0,143,1
730,2022-06-09,standard,20.0,53,0
731,2022-01-18,basic,10.0,140,1
732,2021-03-13,standard,20.0,110,0
733,2022-05-26,basic,10.0,145,1
734,2023-03-03,basic,10.0,42,0
735,2021-10-21,standard,20.0,61,0
736,2022-02-02,standard,20.0,164,0
737,2023-02-03,premium,40.0,71,0
738,2023-04-28,premium,40.0,74,0
739,2021-12-02,basic,10.0,178,1
740,2023-08-25,standard,20.0,116,1
741,2023-01-17,standard,20.0,154,1
742,2021-07-13,standard,20.0,144,0
743,2021-09-22,standard,20.0,178,0
744,2023-06-07,basic,10.0,0,0
745,2022-09-02,standard,20.0,28,0
746,2022-02-27,basic,10.0,51,0
747,2023-05-06,basic,10.0,44,0
748,2022-02-23,basic,10.0,151,1
749,2022-10-17,premium,40.0,184,1
750,2022-12-18,standard,20.0,162,0
751,2021-08-01,standard,20.0,6,0
752,2023-12-03,basic,10.0,112,0
753,2022-10-21,basic,10.0,58,0
754,2023-01-18,basic,10.0,182,1
755,2022-05-28,basic,10.0,28,0
756,2021-08-31,basic,10.0,170,0
757,2022-11-04,standard,20.0,41,0
758,2021-01-01,basic,10.0,50,0
759,2022-09-02,premium,40.0,119,0
760,2021-05-02,basic,10.0,25,0
761,2021-07-29,premium,40.0,19,0
762,2021-11-19,standard,20.0,42,0
763,2023-08-11,standard,20.0,63,0
764,2021-03-17,standard,20.0,81,0
765,2021-12-30,standard,20.0,69,0
766,2021-03-14,premium,40.0,111,0
767,2022-03-15,basic,10.0,34,0
768,2023-11-03,standard,20.0,181,0
769,2021-08-15,basic,10.0,46,0
770,2021-06-16,basic,10.0,170,1
771,2022-12-17,standard,20.0,179,1
772,2022-01-01,standard,20.0,22,0
773,2022-07-27,standard,20.0,139,0
774,2023-11-24,basic,10.0,170,0
775,2021-04-16,standard,20.0,66,1
776,2022-08-08,basic,10.0,192,1
777,2023-08-18,standard,20.0,130,0
778,2023-01-29,premium,40.0,188,1
779,2023-12-04,basic,10.0,116,1
780,2021-11-11,standard,20.0,64,0
781,2023-01-01,basic,10.0,119,0
782,2022-12-31,standard,20.0,124,0
783,2023-01-07,basic,10.0,145,1
784,2021-06-28,basic,10.0,52,0
785,2023-04-07,basic,10.0,58,0
786,2022-01-14,standard,20.0,37,0
787,2021-06-03,basic,10.0,55,0
788,2023-09-20,basic,10.0,176,1
789,2022-06-15,standard,20.0,58,0
790,2023-03-10,basic,10.0,174,0
791,2022-02-07,standard,20.0,82,0
792,2022-05-22,basic,10.0,11,0
793,2021-02-13,basic,10.0,173,0
794,2022-05-17,standard,20.0,27,0
795,2022-09-09,basic,10.0,173,0
796,2023-03-24,basic,10.0,33,0
797,2022-09-06,basic,10.0,174,0
798,2022-03-12,premium,40.0,103,0
799,2021-04-09,standard,20.0,70,0
800,2022-04-19,standard,20.0,21,0
801,2023-03-20,premium,40.0,38,0
802,2022-09-14,premium,40.0,126,0
803,2021-08-25,standard,20.0,199,1
804,2022-09-05,premium,40.0,57,0
805,2022-08-22,standard,20.0,45,0
806,2022-05-20,basic,10.0,26,0
807,2022-11-17,basic,10.0,126,0
808,2022-10-24,basic,10.0,66,0
809,2023-05-07,standard,20.0,196,0
810,2021-06-14,basic,10.0,26,0
811,2022-09-09,premium,40.0,82,0
812,2023-03-21,basic,10.0,130,0
813,2022-03-09,premium,40.0,28,0
814,2021-06-27,standard,20.0,160,0
815,2022-07-12,basic,10.0,79,0
816,2023-06-05,basic,10.0,45,0
817,2021-02-27,basic,10.0,7,0
818,2022-09-20,basic,10.0,122,0
819,2021-04-09,basic,10.0,115,0
820,2023-10-22,basic,10.0,1,0
821,2023-02-03,premium,40.0,16,0
822,2022-04-03,basic,10.0,51,0
823,2023-04-18,basic,10.0,186,0
824,2022-12-22,standard,20.0,54,1
825,2023-04-03,basic,10.0,186,1
826,2021-03-22,basic,10.0,58,0
827,2022-09-18,basic,10.0,79,0
828,2021-11-29,basic,10.0,103,0
829,2021-11-30,basic,10.0,40,0
830,2021-06-27,premium,40.0,141,1
831,2022-05-13,premium,40.0,84,1
832,2023-01-02,basic,10.0,173,0
833,2023-01-23,premium,40.0,27,0
834,2021-05-13,standard,20.0,89,1
835,2021-11-06,basic,10.0,110,1
836,2022-06-30,premium,40.0,73,1
837,2021-02-25,basic,10.0,98,0
838,2021-10-04,basic,10.0,26,0
839,2022-02-15,standard,20.0,133,0
840,2021-07-03,basic,10.0,50,0
841,2021-04-29,basic,10.0,117,0
842,2023-06-10,basic,10.0,118,0
843,2022-10-07,basic,10.0,116,0
844,2021-09-24,basic,10.0,186,0
845,2022-06-20,premium,40.0,1,0
846,2021-03-29,standard,20.0,88,0
847,2023-02-24,basic,10.0,118,0
848,2022-03-06,basic,10.0,193,0
849,2022-04-13,basic,10.0,124,0
850,2021-08-19,basic,10.0,28,0
851,2022-12-27,premium,40.0,4,0
852,2023-02-21,basic,10.0,4,0
853,2022-10-10,basic,10.0,56,0
854,2022-11-09,basic,10.0,69,0
855,2023-06-13,premium,40.0,70,0
856,2023-11-06,standard,20.0,157,0
857,2021-10-04,premium,40.0,56,0
858,2023-07-22,basic,10.0,90,0
859,2021-05-22,basic,10.0,192,1
860,2021-12-02,standard,20.0,109,0
861,2023-02-12,basic,10.0,119,0
862,2023-08-01,standard,20.0,79,0
863,2023-01-22,standard,20.0,20,0
864,2021-10-05,premium,40.0,73,0
865,2022-04-14,standard,20.0,108,0
866,2023-07-24,basic,10.0,15,0
867,2022-01-17,premium,40.0,84,0
868,2021-06-08,basic,10.0,47,0
869,2023-02-06,basic,10.0,177,1
870,2023-10-14,standard,20.0,155,0
871,2023-11-01,premium,40.0,160,1
872,2022-09-11,basic,10.0,141,0
873,2022-03-23,basic,10.0,113,0
874,2022-05-16,basic,10.0,97,0
875,2021-03-20,standard,20.0,53,1
876,2022-03-18,basic,10.0,180,1
877,2021-12-09,standard,20.0,47,0
878,2022-02-18,standard,20.0,136,0
879,2023-07-08,premium,40.0,64,0
880,2021-06-22,premium,40.0,21,0
881,2023-05-21,basic,10.0,81,1
882,2022-11-23,standard,20.0,115,0
883,2023-09-21,basic,10.0,102,0
884,2022-01-25,basic,10.0,78,1
885,2021-12-09,basic,10.0,54,0
886,2023-08-23,basic,10.0,73,0
887,2021-05-23,premium,40.0,93,1
888,2021-05-16,basic,10.0,21,1
889,2023-04-22,premium,40.0,101,0
890,2022-05-28,standard,20.0,92,1
891,2022-04-29,standard,20.0,45,1
892,2022-10-03,basic,10.0,71,1
893,2023-02-14,basic,10.0,175,0
894,2023-03-10,premium,40.0,96,0
895,2021-12-30,standard,20.0,28,0
896,2022-12-19,basic,10.0,176,1
897,2021-09-19,basic,10.0,38,1
898,2022-04-13,premium,40.0,119,0
899,2021-10-03,basic,10.0,141,1
900,2023-03-13,standard,20.0,148,1
901,2021-01-20,standard,20.0,118,0
902,2023-02-17,basic,10.0,159,0
903,2023-04-29,basic,10.0,50,0
904,2022-02-22,premium,40.0,6,1
905,2021-02-26,standard,20.0,99,1
906,2022-04-14,premium,40.0,195,0
907,2023-06-26,standard,20.0,197,0
908,2022-01-24,basic,10.0,193,1
909,2022-08-13,basic,10.0,47,0
910,2023-05-02,standard,20.0,57,0
911,2023-12-06,basic,10.0,104,0
912,2021-06-06,basic,10.0,111,0
913,2021-03-29,basic,10.0,94,0
914,2023-06-12,standard,20.0,48,0
915,2023-06-29,standard,20.0,97,0
916,2022-10-06,premium,40.0,68,0
917,2021-09-04,basic,10.0,29,0
918,2022-02-11,standard,20.0,133,0
919,2022-09-10,basic,10.0,172,0
920,2023-10-29,premium,40.0,138,0
921,2021-01-31,standard,20.0,152,0
922,2023-11-15,basic,10.0,183,1
923,2023-05-18,premium,40.0,106,0
924,2023-11-27,basic,10.0,29,0
925,2022-02-23,premium,40.0,91,0
926,2021-04-21,basic,10.0,78,1
927,2023-06-25,standard,20.0,114,0
928,2022-06-22,standard,20.0,93,0
929,2022-04-22,basic,10.0,171,0
930,2023-10-06,basic,10.0,148,0
931,2022-10-30,premium,40.0,148,1
932,2021-01-10,premium,40.0,0,0
933,2023-05-21,premium,40.0,44,0
934,2021-11-25,basic,10.0,48,0
935,2022-07-03,standard,20.0,145,0
936,2022-05-19,basic,10.0,151,0
937,2021-08-20,basic,10.0,167,1
938,2021-11-01,standard,20.0,159,1
939,2022-06-09,premium,40.0,58,0
940,2022-09-18,standard,20.0,53,0
941,2023-04-09,standard,20.0,1,0
942,2022-08-11,basic,10.0,80,0
943,2023-03-31,standard,20.0,15,0
944,2023-07-14,basic,10.0,151,1
945,2021-09-06,basic,10.0,102,0
946,2021-09-20,standard,20.0,149,1
947,2021-03-23,standard,20.0,50,0
948,2023-04-08,basic,10.0,83,0
949,2021-04-14,basic,10.0,30,1
950,2022-06-25,premium,40.0,82,1
951,2023-12-20,basic,10.0,195,0
952,2023-11-23,basic,10.0,32,0
953,2023-03-14,standard,20.0,109,0
954,2023-07-29,basic,10.0,182,1
955,2022-08-05,standard,20.0,95,0
956,2021-01-23,basic,10.0,132,0
957,2021-06-30,standard,20.0,121,1
958,2022-03-14,basic,10.0,166,0
959,2022-06-26,basic,10.0,117,1
960,2021-10-07,standard,20.0,30,0
961,2023-04-19,standard,20.0,39,0
962,2022-06-19,basic,10.0,59,1
963,2022-12-31,basic,10.0,190,0
964,2023-12-27,premium,40.0,161,1
965,2022-10-08,standard,20.0,19,0
966,2022-09-27,basic,10.0,81,0
967,2022-05-08,standard,20.0,11,0
968,2021-03-17,basic,10.0,86,0
969,2021-02-04,basic,10.0,171,0
970,2023-03-30,basic,10.0,9,0
971,2022-06-27,basic,10.0,10,0
972,2021-08-08,basic,10.0,145,1
973,2022-01-12,standard,20.0,72,1
974,2022-05-22,basic,10.0,141,0
975,2021-11-02,standard,20.0,8,0
976,2022-11-28,basic,10.0,52,0
977,2023-11-25,standard,20.0,191,0
978,2023-09-27,basic,10.0,94,0
979,2021-12-16,basic,10.0,83,0
980,2022-01-09,basic,10.0,127,0
981,2023-12-26,standard,20.0,149,1
982,2022-12-30,premium,40.0,84,0
983,2021-04-08,premium,40.0,104,0
984,2021-02-08,standard,20.0,126,0
985,2022-06-19,basic,10.0,185,1
986,2021-03-10,standard,20.0,14,0
987,2023-03-06,standard,20.0,140,0
988,2022-04-11,standard,20.0,64,0
989,2021-03-19,standard,20.0,181,0
990,2022-10-08,basic,10.0,103,0
991,2021-11-07,premium,40.0,97,0
992,2021-11-07,basic,10.0,127,0
993,2023-06-04,standard,20.0,49,0
994,2023-03-25,basic,10.0,160,1
995,2022-08-01,basic,10.0,23,0
996,2021-12-18,basic,10.0,136,0
997,2023-05-11,basic,10.0,53,0
998,2021-10-23,basic,10.0,125,1
999,2023-08-17,basic,10.0,95,0
1000,2023-02-02,premium,40.0,13,0
1001,2022-10-01,standard,20.0,15,0
1002,2023-02-15,premium,40.0,71,0
1003,2023-09-21,standard,20.0,154,0
1004,2023-12-05,basic,10.0,100,0
1005,2022-09-11,basic,10.0,15,0
1006,2021-05-26,basic,10.0,123,1
1007,2023-02-17,basic,10.0,103,0
1008,2021-04-16,basic,10.0,193,0
1009,2022-09-17,basic,10.0,199,1
1010,2023-06-30,standard,20.0,144,0
1011,2023-11-01,standard,20.0,173,0
1012,2021-10-30,standard,20.0,78,1
1013,2023-02-08,basic,10.0,15,0
1014,2023-09-20,basic,10.0,72,0
1015,2022-03-02,standard,20.0,149,0
1016,2022-09-18,basic,10.0,19,0
1017,2023-10-25,standard,20.0,139,0
1018,2022-10-21,premium,40.0,1,0
1019,2022-01-04,standard,20.0,77,0
1020,2021-01-06,basic,10.0,134,1
1021,2021-01-29,standard,20.0,69,0
1022,2022-09-13,basic,10.0,156,0
1023,2021-03-12,premium,40.0,18,0
1024,2023-08-12,basic,10.0,184,0
1025,2021-05-21,standard,20.0,67,0
1026,2023-12-25,standard,20.0,74,0
1027,2023-02-23,basic,10.0,94,0
1028,2022-02-21,standard,20.0,2,0
1029,2022-05-10,basic,10.0,0,0
1030,2021-07-03,standard,20.0,178,1
1031,2021-06-15,standard,20.0,79,0
1032,2023-09-17,standard,20.0,89,0
1033,2021-01-25,standard,20.0,38,0
1034,2022-03-30,premium,40.0,84,0
1035,2022-10-22,basic,10.0,189,0
1036,2022-05-11,standard,20.0,3,0
1037,2023-10-12,basic,10.0,74,0
1038,2022-05-29,basic,10.0,163,0
1039,2023-01-25,basic,10.0,66,0
1040,2022-08-23,basic,10.0,82,0
1041,2023-03-29,premium,40.0,92,0
1042,2021-03-08,premium,40.0,117,0
1043,2023-07-21,basic,10.0,43,0
1044,2021-01-17,standard,20.0,166,1
1045,2021-09-28,standard,20.0,18,0
1046,2023-04-20,standard,20.0,147,1
1047,2022-03-27,standard,20.0,119,0
1048,2022-11-24,basic,10.0,187,1
1049,2022-09-15,premium,40.0,5,0
1050,2022-03-08,standard,20.0,48,1
1051,2023-03-27,basic,10.0,42,0
1052,2022-12-18,basic,10.0,182,1
1053,2021-04-18,basic,10.0,31,0
1054,2023-02-20,standard,20.0,17,0
1055,2021-08-06,basic,10.0,120,0
1056,2021-11-15,basic,10.0,137,0
1057,2023-12-31,standard,20.0,19,0
1058,2022-03-06,standard,20.0,150,0
1059,2022-07-14,premium,40.0,0,0
1060,2021-09-28,standard,20.0,106,1
1061,2022-09-09,premium,40.0,151,0
1062,2021-06-01,standard,20.0,50,0
1063,2021-03-29,basic,10.0,170,0
1064,2022-10-11,standard,20.0,100,0
1065,2022-05-01,basic,10.0,176,0
1066,2023-03-19,basic,10.0,73,0
1067,2021-05-24,standard,20.0,193,0
1068,2022-10-28,standard,20.0,161,1
1069,2021-02-19,standard,20.0,154,1
1070,2021-10-07,basic,10.0,32,0
1071,2021-06-27,standard,20.0,158,0
1072,2022-12-04,basic,10.0,51,1
1073,2021-09-12,premium,40.0,92,0
1074,2022-03-27,premium,40.0,138,0
1075,2022-02-06,basic,10.0,60,0
1076,2022-05-04,basic,10.0,76,0
1077,2023-12-08,premium,40.0,129,1
1078,2021-01-15,standard,20.0,166,0
1079,2022-05-31,basic,10.0,30,1
1080,2023-05-04,basic,10.0,113,1
1081,2022-08-21,standard,20.0,190,1
1082,2023-09-10,basic,10.0,32,0
1083,2022-03-22,basic,10.0,123,1
1084,2021-11-16,standard,20.0,52,0
1085,2022-04-19,basic,10.0,58,0
1086,2022-02-01,basic,10.0,135,1
1087,2021-08-01,basic,10.0,64,0
1088,2022-06-23,standard,20.0,3,0
1089,2023-07-01,basic,10.0,18,0
1090,2022-03-12,premium,40.0,70,0
1091,2023-06-17,standard,20.0,50,1
1092,2022-02-09,standard,20.0,48,0
1093,2023-07-23,standard,20.0,47,0
1094,2023-03-28,basic,10.0,190,0
1095,2022-10-15,premium,40.0,41,0
1096,2022-12-17,standard,20.0,18,0
1097,2021-11-20,standard,20.0,57,0
1098,2021-12-18,premium,40.0,146,1
1099,2022-04-02,basic,10.0,43,0
1100,2022-11-26,basic,10.0,24,0
1101,2022-03-05,basic,10.0,32,1
1102,2023-01-19,standard,20.0,45,1
1103,2022-03-09,standard,20.0,55,0
1104,2022-04-27,standard,20.0,177,0
1105,2023-02-23,standard,20.0,118,0
1106,2021-10-13,basic,10.0,33,0
1107,2023-10-11,basic,10.0,140,1
1108,2023-08-03,standard,20.0,115,0
1109,2023-05-18,standard,20.0,95,0
1110,2021-01-07,premium,40.0,102,0
1111,2021-06-08,basic,10.0,35,0
1112,2023-02-27,standard,20.0,117,0
1113,2022-10-06,basic,10.0,153,0
1114,2023-06-05,basic,10.0,124,0
1115,2021-01-07,standard,20.0,52,0
1116,2021-08-19,premium,40.0,34,0
1117,2021-11-20,basic,10.0,15,1
1118,2022-09-17,standard,20.0,135,0
1119,2022-08-10,standard,20.0,169,0
1120,2023-12-12,standard,20.0,189,1
1121,2022-05-12,basic,10.0,106,1
1122,2021-11-27,basic,10.0,165,0
1123,2023-02-02,basic,10.0,93,0
1124,2022-11-05,basic,10.0,2,0
1125,2022-08-09,standard,20.0,119,0
1126,2022-03-30,basic,10.0,135,0
1127,2021-01-23,basic,10.0,167,0
1128,2022-04-28,standard,20.0,11,1
1129,2022-09-08,premium,40.0,139,1
1130,2023-04-05,standard,20.0,104,0
1131,2022-05-07,basic,10.0,34,0
1132,2022-08-20,standard,20.0,145,1
1133,2023-03-01,basic,10.0,38,0
1134,2021-10-31,basic,10.0,19,0
1135,2022-01-19,standard,20.0,143,0
1136,2023-03-23,standard,20.0,165,1
1137,2023-06-11,basic,10.0,61,0
1138,2022-09-05,standard,20.0,176,1
1139,2023-06-10,basic,10.0,54,0
1140,2021-12-04,premium,40.0,114,0
1141,2023-11-05,premium,40.0,13,0
1142,2022-10-16,basic,10.0,45,0
1143,2023-05-12,basic,10.0,187,0
1144,2023-03-24,standard,20.0,42,0
1145,2023-08-11,premium,40.0,122,0
1146,2021-03-12,standard,20.0,57,0
1147,2021-04-07,premium,40.0,75,0
1148,2021-07-01,basic,10.0,34,1
1149,2023-01-20,standard,20.0,4,0
1150,2022-01-22,basic,10.0,189,1
1151,2022-05-25,basic,10.0,152,0
1152,2021-09-30,basic,10.0,49,1
1153,2023-12-19,premium,40.0,42,0
1154,2022-09-13,basic,10.0,126,0
1155,2023-11-06,standard,20.0,61,0
1156,2021-02-23,standard,20.0,44,1
1157,2022-11-25,basic,10.0,29,0
1158,2023-10-02,basic,10.0,3,0
1159,2023-09-03,basic,10.0,170,1
1160,2023-03-17,basic,10.0,54,0
1161,2021-07-24,basic,10.0,89,0
1162,2022-04-05,standard,20.0,116,0
1163,2023-08-28,basic,10.0,121,0
1164,2021-06-16,basic,10.0,150,0
1165,2021-04-25,standard,20.0,185,0
1166,2021-03-10,basic,10.0,96,1
1167,2021-07-28,premium,40.0,176,0
1168,2023-03-21,basic,10.0,25,0
1169,2022-08-02,basic,10.0,0,0
1170,2022-09-13,basic,10.0,22,0
1171,2022-08-30,basic,10.0,155,1
1172,2022-03-31,basic,10.0,114,1
1173,2021-09-21,premium,40.0,11,0
1174,2021-12-10,basic,10.0,51,0
1175,2022-03-08,premium,40.0,15,0
1176,2021-03-01,basic,10.0,105,1
1177,2022-11-16,basic,10.0,60,0
1178,2023-04-11,basic,10.0,39,0
1179,2021-02-11,basic,10.0,133,0
1180,2021-08-19,standard,20.0,95,0
1181,2022-12-07,premium,40.0,3,0
1182,2021-10-21,standard,20.0,81,0
1183,2021-04-06,standard,20.0,72,1
1184,2021-09-13,standard,20.0,9,0
1185,2023-11-13,basic,10.0,86,0
1186,2022-09-13,basic,10.0,37,0
1187,2023-10-09,standard,20.0,108,0
1188,2021-11-14,basic,10.0,146,0
1189,2023-08-06,basic,10.0,106,0
1190,2021-04-30,standard,20.0,83,0
1191,2023-05-25,standard,20.0,45,0
1192,2023-08-14,basic,10.0,76,0
1193,2021-03-13,basic,10.0,162,0
1194,2021-07-09,basic,10.0,133,0
1195,2022-11-09,basic,10.0,16,1
1196,2021-08-25,standard,20.0,54,0
1197,2023-06-25,basic,10.0,89,0
1198,2023-03-22,basic,10.0,143,1
1199,2023-07-06,standard,20.0,50,0
1200,2022-05-18,standard,20.0,3,0
1201,2023-08-29,basic,10.0,29,0
1202,2023-10-21,basic,10.0,36,0
1203,2023-06-24,basic,10.0,39,0
1204,2023-09-07,basic,10.0,169,1
1205,2023-09-11,basic,10.0,156,0
1206,2022-09-07,basic,10.0,129,0
1207,2021-01-15,basic,10.0,113,0
1208,2021-06-29,standard,20.0,110,0
1209,2022-02-13,basic,10.0,159,1
1210,2021-12-04,basic,10.0,3,0
1211,2023-04-19,basic,10.0,142,0
1212,2022-12-28,basic,10.0,141,1
1213,2022-04-10,standard,20.0,43,0
1214,2021-11-22,basic,10.0,76,0
1215,2023-02-12,basic,10.0,68,0
1216,2022-07-16,basic,10.0,6,0
1217,2021-09-25,standard,20.0,46,0
1218,2021-05-14,premium,40.0,10,0
1219,2023-09-18,basic,10.0,97,0
1220,2022-09-07,premium,40.0,2,1
1221,2023-06-04,basic,10.0,61,1
1222,2023-10-29,basic,10.0,73,0
1223,2023-06-01,premium,40.0,128,0
1224,2022-11-13,basic,10.0,114,0
1225,2021-11-22,basic,10.0,96,1
1226,2021-11-11,basic,10.0,94,0
1227,2021-12-31,premium,40.0,17,0
1228,2021-05-07,basic,10.0,104,1
1229,2023-11-24,basic,10.0,183,0
1230,2022-10-17,basic,10.0,125,1
1231,2021-10-18,premium,40.0,116,0
1232,2022-08-27,premium,40.0,61,1
1233,2023-10-16,standard,20.0,148,0
1234,2023-04-08,basic,10.0,119,0
1235,2023-02-12,standard,20.0,122,1
1236,2021-01-03,premium,40.0,62,1
1237,2023-12-05,standard,20.0,52,0
1238,2021-06-16,standard,20.0,51,0
1239,2023-09-02,basic,10.0,101,0
1240,2022-11-05,basic,10.0,24,0
1241,2022-04-15,basic,10.0,46,1
1242,2022-09-22,premium,40.0,19,0
1243,2022-03-15,basic,10.0,78,1
1244,2023-02-09,basic,10.0,107,0
1245,2022-04-11,basic,10.0,151,0
1246,2023-09-06,basic,10.0,132,1
1247,2023-10-23,basic,10.0,66,0
1248,2023-04-21,standard,20.0,37,0
1249,2022-01-15,standard,20.0,103,0
1250,2022-10-31,premium,40.0,90,1
1251,2022-06-09,basic,10.0,50,0
1252,2023-12-25,basic,10.0,146,1
1253,2021-06-03,basic,10.0,141,0
1254,2022-01-04,standard,20.0,76,0
1255,2022-11-13,basic,10.0,25,0
1256,2021-09-21,basic,10.0,128,0
1257,2022-03-11,basic,10.0,193,0
1258,2021-10-22,basic,10.0,141,0
1259,2021-02-18,basic,10.0,47,0
1260,2022-11-19,premium,40.0,21,1
1261,2022-10-05,basic,10.0,73,0
1262,2021-05-11,basic,10.0,194,1
1263,2022-11-23,premium,40.0,74,0
1264,2022-03-23,standard,20.0,153,0
1265,2021-08-26,basic,10.0,149,1
1266,2022-01-13,basic,10.0,172,0
1267,2021-10-23,basic,10.0,162,0
1268,2021-05-11,basic,10.0,26,0
1269,2021-09-19,standard,20.0,79,1
1270,2023-06-27,standard,20.0,86,0
1271,2021-01-03,basic,10.0,3,0
1272,2023-07-03,basic,10.0,138,1
1273,2022-05-23,basic,10.0,6,0
1274,2021-10-03,standard,20.0,51,0
1275,2021-07-17,standard,20.0,197,0
1276,2021-04-08,basic,10.0,23,0
1277,2022-06-30,basic,10.0,169,1
1278,2022-11-18,standard,20.0,156,0
1279,2022-06-27,premium,40.0,178,0
1280,2021-08-12,premium,40.0,185,0
1281,2021-06-19,standard,20.0,117,0
1282,2022-10-01,basic,10.0,22,0
1283,2021-06-28,standard,20.0,176,0
1284,2022-03-04,basic,10.0,184,1
1285,2022-09-01,premium,40.0,56,0
1286,2023-08-01,basic,10.0,129,0
1287,2021-06-10,basic,10.0,97,1
1288,2021-12-08,standard,20.0,40,0
1289,2022-12-13,basic,10.0,170,1
1290,2022-07-24,basic,10.0,54,0
1291,2023-01-20,basic,10.0,145,1
1292,2021-03-31,standard,20.0,163,0
1293,2021-09-25,basic,10.0,19,0
1294,2022-02-04,basic,10.0,141,1
1295,2023-08-12,premium,40.0,78,1
1296,2023-09-16,standard,20.0,30,0
1297,2021-09-18,standard,20.0,79,0
1298,2021-06-09,standard,20.0,122,0
1299,2021-08-08,basic,10.0,125,0
1300,2023-04-05,standard,20.0,31,0
1301,2021-11-06,premium,40.0,11,0
1302,2022-05-09,standard,20.0,105,0
1303,2022-01-24,standard,20.0,58,0
1304,2022-09-10,basic,10.0,82,0
1305,2023-09-02,standard,20.0,20,0
1306,2023-09-07,basic,10.0,71,1
1307,2022-10-27,standard,20.0,117,1
1308,2023-09-14,basic,10.0,42,0
1309,2023-04-06,standard,20.0,120,1
1310,2022-04-23,basic,10.0,108,0
1311,2022-12-27,basic,10.0,83,0
1312,2023-12-25,standard,20.0,193,0
1313,2021-07-06,standard,20.0,146,1
1314,2021-11-08,basic,10.0,113,0
1315,2023-03-06,standard,20.0,179,0
1316,2021-09-02,standard,20.0,67,0
1317,2022-05-28,basic,10.0,144,0
1318,2022-11-06,standard,20.0,21,0
1319,2021-04-29,standard,20.0,88,0
1320,2022-10-09,basic,10.0,175,0
1321,2023-06-19,premium,40.0,42,1
1322,2022-07-25,standard,20.0,16,0
1323,2023-12-02,standard,20.0,154,0
1324,2021-12-03,basic,10.0,77,0
1325,2022-02-07,basic,10.0,34,0
1326,2022-04-20,basic,10.0,93,0
1327,2023-01-30,basic,10.0,111,0
1328,2022-08-22,premium,40.0,13,0
1329,2022-12-03,basic,10.0,155,0
1330,2021-01-30,premium,40.0,74,1
1331,2021-11-25,standard,20.0,157,0
1332,2021-03-13,basic,10.0,139,1
1333,2022-12-27,basic,10.0,51,0
1334,2021-02-12,basic,10.0,14,0
1335,2022-11-06,basic,10.0,15,0
1336,2023-07-08,premium,40.0,76,1
1337,2023-04-29,standard,20.0,191,0
1338,2022-11-10,standard,20.0,0,0
1339,2023-05-31,premium,40.0,22,0
1340,2021-12-10,standard,20.0,79,0
1341,2022-12-17,standard,20.0,60,0
1342,2022-09-22,basic,10.0,70,1
1343,2022-05-09,standard,20.0,38,0
1344,2023-08-19,basic,10.0,183,0
1345,2022-06-05,basic,10.0,15,0
1346,2021-04-20,standard,20.0,2,0
1347,2022-07-02,basic,10.0,136,1
1348,2021-08-03,standard,20.0,101,0
1349,2023-10-29,basic,10.0,87,1
1350,2021-12-28,basic,10.0,112,0
1351,2023-02-19,basic,10.0,87,0
1352,2022-05-17,basic,10.0,104,0
1353,2021-02-04,basic,10.0,84,1
1354,2022-01-28,basic,10.0,189,0
1355,2023-10-31,standard,20.0,166,0
1356,2023-07-19,premium,40.0,143,0
1357,2022-10-03,premium,40.0,121,0
1358,2022-08-21,basic,10.0,129,1
1359,2022-01-30,standard,20.0,100,1
1360,2021-03-25,basic,10.0,11,0
1361,2023-10-04,premium,40.0,70,1
1362,2021-10-15,basic,10.0,30,0
1363,2021-03-28,basic,10.0,118,0
1364,2022-07-10,standard,20.0,143,0
1365,2021-04-07,premium,40.0,53,1
1366,2023-04-12,basic,10.0,177,0
1367,2022-12-12,premium,40.0,2,0
1368,2022-11-20,basic,10.0,36,1
1369,2023-04-22,standard,20.0,144,1
1370,2023-12-27,basic,10.0,122,0
1371,2021-10-12,basic,10.0,40,1
1372,2021-12-20,standard,20.0,185,0
1373,2022-08-16,standard,20.0,177,1
1374,2022-11-10,basic,10.0,52,0
1375,2021-01-30,basic,10.0,9,0
1376,2023-11-17,basic,10.0,3,0
