customer_id,plan,monthly_fee,total_amount,trans_count,recency_days,recency_days_tx,logins_7d,logins_30d,logins_90d,tickets,avg_resolution,tenure_days,churn
395,basic,10.0,170.0,17,169,55,0,2,4,1,0.0,540,1
396,standard,20.0,400.0,20,86,60,1,2,2,0,0.0,633,0
397,premium,40.0,1360.0,34,27,58,0,1,4,0,0.0,1053,0
398,basic,10.0,60.0,6,68,107,0,0,3,0,0.0,258,0
399,basic,10.0,50.0,5,93,89,0,1,3,0,0.0,211,0
400,standard,20.0,420.0,21,46,42,0,4,4,0,0.0,642,0
401,standard,20.0,640.0,32,30,69,0,1,2,0,0.0,1001,0
402,basic,10.0,130.0,13,5,53,0,0,4,0,0.0,417,0
403,basic,10.0,10.0,1,198,-2,4,4,4,0,0.0,2,1
404,premium,40.0,1360.0,34,8,50,0,0,9,0,0.0,1048,0
405,premium,40.0,880.0,22,113,39,0,0,2,0,0.0,670,0
406,standard,20.0,520.0,26,7,101,0,1,3,0,0.0,855,0
407,standard,20.0,20.0,1,63,38,0,0,1,0,0.0,47,0
408,basic,10.0,290.0,29,172,26,1,2,7,0,0.0,872,1
409,basic,10.0,40.0,4,65,39,0,0,2,0,0.0,137,0
410,basic,10.0,10.0,1,149,16,1,2,2,0,0.0,21,0
411,basic,10.0,60.0,6,7,63,0,1,4,0,0.0,222,0
412,standard,20.0,660.0,33,4,83,0,0,2,0,0.0,1047,0
413,basic,10.0,300.0,30,41,87,0,1,4,0,0.0,965,0
414,basic,10.0,270.0,27,33,77,0,2,5,0,0.0,860,0
415,premium,40.0,40.0,1,152,61,0,1,3,0,0.0,62,0
416,basic,10.0,350.0,35,31,40,0,0,3,0,0.0,1061,0
417,standard,20.0,200.0,10,26,105,0,0,1,0,0.0,380,0
418,standard,20.0,220.0,11,161,93,1,3,6,1,8.0,395,0
419,premium,40.0,920.0,23,122,61,1,2,6,0,0.0,725,0
420,premium,40.0,400.0,10,24,102,0,4,10,0,0.0,380,0
421,premium,40.0,1400.0,35,138,51,0,1,5,0,0.0,1072,1
422,standard,20.0,440.0,22,19,85,0,0,6,0,0.0,717,0
423,premium,40.0,280.0,7,113,48,0,1,5,0,0.0,230,1
424,basic,10.0,340.0,34,82,60,0,1,4,0,0.0,1056,0
425,basic,10.0,120.0,12,113,82,0,2,4,0,0.0,417,0
426,standard,20.0,400.0,20,135,44,0,0,1,0,0.0,619,0
427,standard,20.0,60.0,3,82,47,0,2,3,0,0.0,114,0
428,basic,10.0,280.0,28,124,96,0,1,3,0,0.0,908,1
429,standard,20.0,20.0,1,112,54,0,0,1,0,0.0,57,0
430,standard,20.0,360.0,18,160,114,0,0,3,0,0.0,628,1
431,premium,40.0,520.0,13,19,56,0,1,5,0,0.0,421,0
432,standard,20.0,400.0,20,171,111,0,0,6,0,0.0,687,0
433,standard,20.0,160.0,8,143,64,0,1,5,0,0.0,282,0
434,standard,20.0,520.0,26,63,102,0,2,4,0,0.0,853,0
435,basic,10.0,90.0,9,34,85,0,0,4,0,0.0,328,0
436,basic,10.0,50.0,5,150,49,0,0,2,0,0.0,174,0
437,basic,10.0,160.0,16,82,29,0,2,12,0,0.0,484,0
438,standard,20.0,200.0,10,193,64,0,1,4,0,0.0,337,1
439,basic,10.0,180.0,18,146,51,0,0,5,0,0.0,568,1
440,basic,10.0,180.0,18,141,69,0,2,7,0,0.0,580,0
441,premium,40.0,720.0,18,142,74,0,2,7,0,0.0,586,1
442,standard,20.0,400.0,20,166,88,0,1,5,0,0.0,658,0
443,standard,20.0,60.0,3,172,69,0,1,4,0,0.0,136,1
444,standard,20.0,640.0,32,171,37,0,1,5,0,0.0,976,0
445,basic,10.0,10.0,1,29,34,0,5,5,0,0.0,42,0
446,basic,10.0,130.0,13,7,71,0,1,5,0,0.0,435,0
447,premium,40.0,1000.0,25,139,38,0,3,6,0,0.0,766,0
448,basic,10.0,160.0,16,157,84,1,2,5,0,0.0,543,0
449,basic,10.0,150.0,15,37,47,0,0,6,0,0.0,471,1
450,premium,40.0,40.0,1,48,104,0,1,7,0,0.0,104,0
451,basic,10.0,60.0,6,144,21,0,1,5,0,0.0,180,1
452,basic,10.0,10.0,1,33,34,1,2,2,0,0.0,35,1
453,basic,10.0,310.0,31,7,81,0,0,3,0,0.0,983,0
454,basic,10.0,40.0,4,23,117,0,0,2,0,0.0,209,0
455,basic,10.0,10.0,1,176,5,4,4,4,0,0.0,11,0
456,basic,10.0,30.0,3,99,82,0,0,3,0,0.0,146,0
457,basic,10.0,250.0,25,171,49,0,0,3,0,0.0,777,1
458,standard,20.0,360.0,18,116,38,0,0,3,0,0.0,553,0
459,standard,20.0,180.0,9,110,54,0,1,3,0,0.0,294,0
460,standard,20.0,400.0,20,196,110,0,1,5,0,0.0,686,0
461,basic,10.0,240.0,24,36,51,0,1,4,0,0.0,750,0
462,basic,10.0,180.0,18,187,52,1,2,3,0,0.0,571,0
463,standard,20.0,100.0,5,3,32,0,2,4,0,0.0,157,0
464,standard,20.0,340.0,17,54,34,0,0,4,0,0.0,514,0
465,standard,20.0,380.0,19,79,54,0,0,7,0,0.0,599,0
466,premium,40.0,240.0,6,141,43,0,0,7,0,0.0,200,0
467,standard,20.0,640.0,32,32,60,0,1,4,0,0.0,994,0
468,premium,40.0,1240.0,31,126,24,0,0,3,0,0.0,930,1
469,standard,20.0,520.0,26,18,37,0,0,3,0,0.0,795,0
470,standard,20.0,260.0,13,3,78,0,0,5,0,0.0,438,0
471,standard,20.0,460.0,23,172,49,0,1,7,0,0.0,717,0
472,premium,40.0,80.0,2,183,73,0,0,4,0,0.0,103,1
473,standard,20.0,360.0,18,6,94,0,1,6,0,0.0,607,0
474,basic,10.0,270.0,27,60,64,0,3,6,0,0.0,852,0
475,standard,20.0,320.0,16,48,99,0,2,6,0,0.0,551,0
476,basic,10.0,240.0,24,54,81,1,1,6,1,9.0,780,0
477,standard,20.0,20.0,1,197,33,0,1,2,0,0.0,37,0
478,premium,40.0,160.0,4,197,79,0,1,2,0,0.0,173,0
479,standard,20.0,160.0,8,110,88,1,2,4,0,0.0,301,1
480,basic,10.0,100.0,10,191,106,0,0,2,0,0.0,382,1
481,basic,10.0,350.0,35,184,57,0,0,3,0,0.0,1081,1
482,premium,40.0,40.0,1,146,38,0,2,2,0,0.0,38,0
483,basic,10.0,120.0,12,180,74,0,1,2,0,0.0,408,1
484,standard,20.0,260.0,13,61,25,0,0,6,0,0.0,392,0
485,basic,10.0,140.0,14,81,98,0,2,6,0,0.0,493,0
486,basic,10.0,10.0,1,38,47,0,0,2,1,6.0,56,0
487,premium,40.0,920.0,23,106,43,0,1,4,1,0.0,710,0
488,basic,10.0,50.0,5,0,61,0,0,2,0,0.0,190,0
489,basic,10.0,10.0,1,103,48,0,0,1,0,0.0,57,1
490,basic,10.0,90.0,9,107,114,0,1,4,0,0.0,357,1
491,basic,10.0,20.0,2,167,98,0,1,5,1,4.0,130,1
492,standard,20.0,580.0,29,175,43,0,1,3,0,0.0,887,0
493,premium,40.0,1280.0,32,69,45,0,0,6,0,0.0,980,1
494,basic,10.0,270.0,27,88,80,0,0,1,0,0.0,862,1
495,premium,40.0,1160.0,29,168,90,0,0,9,1,3.0,934,1
496,basic,10.0,40.0,4,192,55,0,2,4,0,0.0,150,0
497,standard,20.0,440.0,22,45,43,0,0,6,0,0.0,682,1
498,basic,10.0,220.0,22,3,97,0,0,3,0,0.0,730,0
499,basic,10.0,80.0,8,39,55,0,1,4,0,0.0,267,0
500,basic,10.0,90.0,9,108,99,0,1,4,0,0.0,344,1
501,standard,20.0,20.0,1,118,-2,2,2,2,0,0.0,3,0
502,basic,10.0,180.0,18,48,108,0,0,2,0,0.0,619,0
503,premium,40.0,1360.0,34,38,58,0,1,8,0,0.0,1052,0
504,standard,20.0,380.0,19,57,46,0,0,6,0,0.0,593,0
505,basic,10.0,330.0,33,159,38,0,0,4,0,0.0,1004,0
506,basic,10.0,340.0,34,185,94,0,2,5,0,0.0,1084,1
507,basic,10.0,220.0,22,88,62,0,3,7,0,0.0,692,1
508,basic,10.0,60.0,6,136,39,0,2,7,0,0.0,195,1
509,basic,10.0,290.0,29,170,85,0,0,2,0,0.0,929,0
510,standard,20.0,460.0,23,150,92,0,0,7,0,0.0,754,0
511,basic,10.0,140.0,14,7,67,0,0,7,0,0.0,460,0
512,basic,10.0,240.0,24,32,35,0,1,3,0,0.0,726,1
513,basic,10.0,280.0,28,12,88,1,2,6,0,0.0,903,0
514,standard,20.0,640.0,32,9,81,0,0,7,0,0.0,1017,0
515,premium,40.0,320.0,8,108,38,0,1,2,0,0.0,257,0
516,standard,20.0,240.0,12,45,77,0,2,4,0,0.0,412,0
517,basic,10.0,190.0,19,50,107,0,0,4,0,0.0,655,0
518,basic,10.0,70.0,7,98,57,0,2,6,0,0.0,243,0
519,standard,20.0,380.0,19,90,90,0,0,6,0,0.0,638,0
520,basic,10.0,160.0,16,48,82,0,0,2,0,0.0,536,1
521,standard,20.0,120.0,6,131,48,0,0,2,0,0.0,205,1
522,basic,10.0,180.0,18,119,61,0,2,6,1,5.0,572,1
523,premium,40.0,520.0,13,6,80,0,1,3,0,0.0,447,0
524,standard,20.0,160.0,8,99,31,0,2,7,0,0.0,250,1
525,basic,10.0,160.0,16,171,80,0,0,2,0,0.0,536,1
526,basic,10.0,330.0,33,197,29,1,2,3,0,0.0,990,0
527,standard,20.0,640.0,32,32,108,0,2,7,0,0.0,1047,0
528,basic,10.0,160.0,16,159,46,0,0,0,1,8.0,503,0
529,basic,10.0,280.0,28,156,39,0,1,2,0,0.0,849,0
530,basic,10.0,90.0,9,91,33,0,1,4,0,0.0,275,1
531,standard,20.0,380.0,19,86,50,0,0,3,0,0.0,598,0
532,premium,40.0,920.0,23,67,30,0,4,10,0,0.0,694,0
533,basic,10.0,30.0,3,168,110,0,1,6,0,0.0,173,1
534,standard,20.0,80.0,4,41,40,0,3,7,0,0.0,136,0
535,standard,20.0,680.0,34,20,62,0,1,4,0,0.0,1052,0
536,basic,10.0,180.0,18,162,76,0,1,5,0,0.0,595,0
537,standard,20.0,320.0,16,104,89,0,1,5,0,0.0,543,1
538,standard,20.0,600.0,30,111,95,0,0,6,0,0.0,969,0
539,basic,10.0,10.0,1,76,59,0,3,3,0,0.0,67,0
540,basic,10.0,10.0,1,167,20,5,6,6,0,0.0,26,1
541,standard,20.0,20.0,1,152,14,5,5,5,0,0.0,14,1
542,standard,20.0,340.0,17,16,114,0,1,5,0,0.0,596,0
543,basic,10.0,310.0,31,35,84,0,1,2,0,0.0,984,0
544,premium,40.0,360.0,9,146,23,0,1,4,0,0.0,271,0
545,premium,40.0,360.0,9,168,36,0,0,4,0,0.0,282,0
546,standard,20.0,620.0,31,25,102,0,0,1,0,0.0,1010,0
547,basic,10.0,140.0,14,133,39,0,3,5,0,0.0,430,0
548,premium,40.0,240.0,6,48,55,1,4,6,0,0.0,210,0
549,standard,20.0,700.0,35,77,29,0,0,5,0,0.0,1055,0
550,basic,10.0,290.0,29,100,88,0,0,4,0,0.0,929,0
551,standard,20.0,220.0,11,136,38,0,1,7,0,0.0,347,1
552,standard,20.0,600.0,30,9,84,0,0,1,0,0.0,959,0
553,basic,10.0,160.0,16,169,71,0,0,6,0,0.0,523,0
554,basic,10.0,240.0,24,123,99,0,2,3,0,0.0,793,0
555,basic,10.0,330.0,33,143,95,0,1,4,1,6.0,1062,0
556,standard,20.0,420.0,21,119,22,0,2,6,0,0.0,630,1
557,basic,10.0,190.0,19,148,42,0,3,5,0,0.0,588,0
558,basic,10.0,170.0,17,34,80,0,0,6,0,0.0,564,0
559,basic,10.0,340.0,34,30,66,0,0,4,0,0.0,1060,0
560,standard,20.0,380.0,19,37,78,0,0,6,1,6.0,627,0
561,basic,10.0,180.0,18,196,49,0,0,6,1,2.0,565,1
562,basic,10.0,350.0,35,161,36,0,2,6,0,0.0,1058,0
563,premium,40.0,1240.0,31,81,109,0,0,2,0,0.0,1017,0
564,standard,20.0,260.0,13,186,81,0,0,6,0,0.0,442,1
565,basic,10.0,320.0,32,179,99,0,0,3,0,0.0,1036,0
566,premium,40.0,280.0,7,175,101,0,0,6,0,0.0,283,1
567,basic,10.0,150.0,15,24,101,0,4,8,0,0.0,521,0
568,basic,10.0,10.0,1,127,15,1,2,2,0,0.0,24,0
569,standard,20.0,20.0,1,72,44,0,2,4,0,0.0,52,0
570,standard,20.0,280.0,14,131,94,0,2,7,1,4.0,489,0
571,standard,20.0,160.0,8,138,44,0,1,8,0,0.0,261,0
572,premium,40.0,40.0,1,179,72,0,2,5,0,0.0,75,0
573,basic,10.0,260.0,26,86,81,0,1,10,0,0.0,839,0
574,standard,20.0,20.0,1,125,52,0,0,2,0,0.0,53,0
575,basic,10.0,70.0,7,141,89,2,3,10,0,0.0,272,0
576,standard,20.0,520.0,26,112,104,0,0,2,0,0.0,863,0
577,standard,20.0,680.0,34,188,31,0,0,6,0,0.0,1030,1
578,basic,10.0,330.0,33,27,62,0,2,8,1,3.0,1023,0
579,basic,10.0,20.0,2,65,41,0,1,3,0,0.0,74,0
580,basic,10.0,290.0,29,28,70,0,2,4,1,7.0,910,0
581,basic,10.0,340.0,34,63,81,0,1,9,2,1.0,1074,0
582,standard,20.0,140.0,7,16,96,0,4,9,0,0.0,280,0
583,basic,10.0,100.0,10,99,29,0,0,2,0,0.0,306,0
584,basic,10.0,270.0,27,47,24,0,2,6,0,0.0,810,0
585,basic,10.0,240.0,24,176,34,0,3,8,0,0.0,726,1
586,standard,20.0,600.0,30,131,95,0,0,4,0,0.0,973,1
587,basic,10.0,240.0,24,144,39,0,2,9,0,0.0,729,0
588,premium,40.0,80.0,2,135,29,1,3,4,0,0.0,62,0
589,basic,10.0,180.0,18,22,63,0,1,3,0,0.0,575,0
590,basic,10.0,90.0,9,65,101,0,0,5,0,0.0,347,0
591,basic,10.0,190.0,19,150,100,0,0,1,1,8.0,649,0
592,premium,40.0,40.0,1,87,46,0,0,1,0,0.0,46,0
593,premium,40.0,1040.0,26,153,23,1,1,8,0,0.0,781,1
594,basic,10.0,240.0,24,9,39,0,0,2,0,0.0,735,1
595,premium,40.0,480.0,12,111,35,1,2,8,0,0.0,366,0
596,standard,20.0,560.0,28,27,71,0,1,9,0,0.0,885,0
597,basic,10.0,350.0,35,28,62,0,0,6,0,0.0,1082,0
598,premium,40.0,1240.0,31,109,44,0,1,4,0,0.0,946,1
599,standard,20.0,240.0,12,155,101,0,0,3,0,0.0,438,1
600,basic,10.0,20.0,2,15,27,0,0,6,1,2.0,63,0
601,premium,40.0,760.0,19,139,41,0,2,4,0,0.0,590,0
602,standard,20.0,580.0,29,143,74,0,0,2,0,0.0,916,0
603,standard,20.0,40.0,2,99,58,0,0,3,0,0.0,88,0
604,basic,10.0,60.0,6,90,66,0,0,2,0,0.0,217,0
605,basic,10.0,70.0,7,163,41,0,4,8,0,0.0,227,0
606,basic,10.0,280.0,28,24,49,0,1,6,1,4.0,864,0
607,standard,20.0,580.0,29,1,71,0,2,7,0,0.0,915,0
608,standard,20.0,60.0,3,124,85,0,2,6,0,0.0,151,1
609,standard,20.0,20.0,1,174,17,0,1,1,0,0.0,22,0
610,basic,10.0,330.0,33,134,66,0,4,8,0,0.0,1033,1
611,standard,20.0,580.0,29,40,99,0,0,4,0,0.0,944,0
612,basic,10.0,200.0,20,56,106,0,1,2,0,0.0,678,0
613,premium,40.0,40.0,1,16,63,0,4,4,0,0.0,63,0
614,standard,20.0,380.0,19,111,107,0,0,5,0,0.0,655,0
615,basic,10.0,280.0,28,51,52,0,0,6,0,0.0,865,0
616,standard,20.0,20.0,1,138,21,0,3,3,0,0.0,27,0
617,basic,10.0,210.0,21,0,45,0,0,8,0,0.0,650,0
618,standard,20.0,60.0,3,23,46,0,0,6,0,0.0,112,0
619,premium,40.0,680.0,17,105,108,0,3,8,0,0.0,591,0
620,standard,20.0,400.0,20,184,98,0,1,2,0,0.0,675,1
621,standard,20.0,600.0,30,31,107,0,1,3,0,0.0,982,0
622,standard,20.0,400.0,20,81,52,2,4,9,0,0.0,630,0
623,basic,10.0,130.0,13,120,28,0,1,3,1,1.0,390,1
624,basic,10.0,90.0,9,118,70,0,0,4,0,0.0,312,0
625,standard,20.0,700.0,35,13,69,0,0,3,0,0.0,1089,0
626,basic,10.0,120.0,12,69,65,0,2,9,1,0.0,395,0
627,basic,10.0,130.0,13,104,97,0,2,6,0,0.0,460,1
628,basic,10.0,20.0,2,36,86,0,0,4,1,2.0,116,0
629,basic,10.0,50.0,5,100,43,0,1,5,0,0.0,171,1
630,standard,20.0,200.0,10,51,70,0,1,4,0,0.0,343,0
631,standard,20.0,300.0,15,117,22,0,1,5,0,0.0,450,1
632,premium,40.0,600.0,15,154,106,0,0,2,0,0.0,531,0
633,premium,40.0,160.0,4,3,91,1,2,6,0,0.0,183,0
634,standard,20.0,40.0,2,153,76,0,1,3,0,0.0,109,1
635,premium,40.0,1120.0,28,148,50,0,1,3,0,0.0,867,0
636,premium,40.0,960.0,24,10,43,0,3,6,0,0.0,733,0
637,standard,20.0,340.0,17,127,83,0,0,3,0,0.0,567,0
638,standard,20.0,420.0,21,71,84,1,1,3,0,0.0,693,0
639,standard,20.0,580.0,29,23,56,1,4,5,0,0.0,900,0
640,standard,20.0,440.0,22,57,80,0,0,5,0,0.0,711,1
641,basic,10.0,130.0,13,86,46,0,0,6,0,0.0,410,1
642,standard,20.0,340.0,17,56,78,0,2,7,0,0.0,559,0
643,basic,10.0,160.0,16,89,39,0,0,4,0,0.0,498,0
644,standard,20.0,660.0,33,88,96,0,1,2,0,0.0,1057,0
645,basic,10.0,100.0,10,27,110,0,1,9,1,8.0,381,0
646,basic,10.0,200.0,20,89,23,0,1,5,0,0.0,600,0
647,premium,40.0,40.0,1,159,34,0,4,4,0,0.0,43,0
648,standard,20.0,460.0,23,5,86,0,0,0,0,0.0,749,0
649,basic,10.0,150.0,15,30,107,0,0,5,1,3.0,532,0
650,basic,10.0,270.0,27,136,41,0,0,4,0,0.0,829,0
651,basic,10.0,160.0,16,139,91,0,2,7,0,0.0,543,0
652,basic,10.0,260.0,26,24,67,0,3,6,1,8.0,825,0
653,standard,20.0,600.0,30,182,92,0,4,9,0,0.0,969,0
654,basic,10.0,70.0,7,173,37,0,4,8,0,0.0,222,0
655,standard,20.0,320.0,16,11,83,0,0,5,0,0.0,537,0
656,standard,20.0,420.0,21,11,65,0,0,3,0,0.0,673,0
657,standard,20.0,560.0,28,156,32,0,1,3,1,4.0,844,0
658,basic,10.0,10.0,1,186,15,1,1,1,0,0.0,22,0
659,standard,20.0,320.0,16,143,42,0,1,8,0,0.0,497,0
660,basic,10.0,190.0,19,15,98,0,2,10,0,0.0,644,0
661,basic,10.0,60.0,6,37,68,0,0,3,0,0.0,225,0
662,basic,10.0,100.0,10,27,55,0,1,9,0,0.0,332,0
663,premium,40.0,960.0,24,142,57,1,1,5,0,0.0,755,0
664,basic,10.0,250.0,25,159,33,0,3,9,0,0.0,761,0
665,basic,10.0,120.0,12,194,64,0,0,3,0,0.0,398,1
666,basic,10.0,50.0,5,57,68,0,3,7,0,0.0,190,0
667,premium,40.0,880.0,22,54,74,0,0,8,0,0.0,711,0
668,standard,20.0,520.0,26,146,110,0,0,4,0,0.0,862,1
669,standard,20.0,480.0,24,48,69,0,1,4,1,4.0,761,0
670,basic,10.0,260.0,26,193,40,0,1,4,0,0.0,794,0
671,basic,10.0,140.0,14,97,64,0,0,7,0,0.0,455,0
672,basic,10.0,250.0,25,176,49,0,0,6,0,0.0,775,0
673,premium,40.0,40.0,1,10,45,0,0,4,0,0.0,50,0
674,standard,20.0,600.0,30,41,81,0,1,4,0,0.0,954,0
675,basic,10.0,210.0,21,157,96,0,1,2,0,0.0,700,0
676,standard,20.0,180.0,9,33,31,0,2,9,1,9.0,274,0
677,standard,20.0,580.0,29,121,36,0,1,5,0,0.0,883,1
678,standard,20.0,400.0,20,79,48,0,0,5,0,0.0,623,0
679,standard,20.0,300.0,15,50,50,0,1,3,0,0.0,476,1
680,standard,20.0,600.0,30,79,83,0,0,5,0,0.0,958,0
681,basic,10.0,140.0,14,133,52,1,2,3,0,0.0,450,0
682,basic,10.0,150.0,15,42,83,0,0,1,0,0.0,508,0
683,premium,40.0,400.0,10,45,46,0,0,5,0,0.0,322,0
684,premium,40.0,680.0,17,12,81,0,0,4,1,2.0,561,0
685,basic,10.0,80.0,8,61,37,0,0,3,0,0.0,255,0
686,basic,10.0,160.0,16,173,87,1,2,4,0,0.0,542,1
687,basic,10.0,130.0,13,127,76,0,0,7,1,6.0,445,1
688,basic,10.0,100.0,10,146,36,0,1,5,0,0.0,315,1
689,basic,10.0,100.0,10,20,41,0,1,4,0,0.0,318,0
690,basic,10.0,320.0,32,45,90,0,3,5,0,0.0,1023,1
691,standard,20.0,400.0,20,168,98,0,0,5,0,0.0,672,0
692,standard,20.0,360.0,18,87,40,0,0,6,0,0.0,557,0
693,basic,10.0,140.0,14,170,42,0,0,3,0,0.0,433,1
694,premium,40.0,1360.0,34,0,46,0,2,7,1,4.0,1039,0
695,basic,10.0,320.0,32,197,82,0,0,3,0,0.0,1018,0
696,basic,10.0,10.0,1,153,22,1,4,4,0,0.0,27,0
697,basic,10.0,320.0,32,34,65,0,4,6,0,0.0,1002,0
698,premium,40.0,400.0,10,28,98,0,2,8,0,0.0,373,0
699,basic,10.0,250.0,25,195,78,0,0,3,0,0.0,807,1
700,basic,10.0,300.0,30,99,39,0,1,3,0,0.0,910,0
701,standard,20.0,480.0,24,67,97,0,0,4,0,0.0,789,0
702,standard,20.0,40.0,2,196,51,0,0,5,1,4.0,89,0
703,basic,10.0,170.0,17,177,94,0,4,10,0,0.0,577,0
704,basic,10.0,280.0,28,88,93,0,2,8,0,0.0,904,1
705,basic,10.0,350.0,35,156,48,0,0,6,0,0.0,1077,1
706,standard,20.0,420.0,21,88,106,0,0,6,0,0.0,707,1
707,standard,20.0,20.0,1,124,113,0,0,5,0,0.0,117,1
708,premium,40.0,1320.0,33,45,78,0,1,2,1,1.0,1044,1
709,premium,40.0,680.0,17,167,79,0,1,5,0,0.0,565,1
710,basic,10.0,200.0,20,57,110,0,0,1,0,0.0,689,0
711,basic,10.0,300.0,30,135,46,0,1,6,0,0.0,916,0
712,standard,20.0,160.0,8,107,76,0,0,1,0,0.0,295,0
713,premium,40.0,640.0,16,42,99,0,0,3,0,0.0,556,0
714,basic,10.0,300.0,30,134,83,0,1,4,0,0.0,962,0
715,basic,10.0,10.0,1,27,15,0,1,1,2,4.0,15,0
716,basic,10.0,70.0,7,1,57,0,2,9,0,0.0,245,0
717,standard,20.0,320.0,16,38,97,0,3,4,0,0.0,550,0
718,standard,20.0,400.0,20,12,56,0,0,4,1,4.0,628,0
719,basic,10.0,150.0,15,60,31,2,2,9,0,0.0,452,0
720,basic,10.0,50.0,5,182,95,0,4,8,0,0.0,217,1
721,standard,20.0,640.0,32,139,44,0,1,5,0,0.0,983,1
722,standard,20.0,600.0,30,171,31,0,2,6,0,0.0,905,1
723,basic,10.0,290.0,29,144,70,0,0,6,0,0.0,911,1
724,standard,20.0,40.0,2,133,68,0,0,2,0,0.0,107,1
725,basic,10.0,170.0,17,122,119,0,0,5,1,3.0,599,0
726,standard,20.0,160.0,8,196,83,0,0,3,0,0.0,299,1
727,premium,40.0,1080.0,27,94,106,0,2,5,0,0.0,894,1
728,basic,10.0,320.0,32,71,107,0,1,5,0,0.0,1043,0
729,standard,20.0,440.0,22,143,93,0,2,7,0,0.0,724,1
730,standard,20.0,380.0,19,53,30,0,1,1,0,0.0,571,0
731,basic,10.0,210.0,21,140,112,0,1,4,1,2.0,713,1
732,standard,20.0,680.0,34,110,33,0,2,7,0,0.0,1024,0
733,basic,10.0,170.0,17,145,97,0,2,7,1,3.0,585,1
734,basic,10.0,90.0,9,42,57,1,3,5,0,0.0,304,0
735,standard,20.0,500.0,25,61,82,0,0,3,0,0.0,802,0
736,standard,20.0,440.0,22,164,62,0,0,5,0,0.0,698,0
737,premium,40.0,360.0,9,71,84,0,0,6,0,0.0,332,0
738,premium,40.0,240.0,6,74,96,0,2,9,0,0.0,248,0
739,basic,10.0,250.0,25,178,34,0,1,3,0,0.0,760,1
740,standard,20.0,60.0,3,116,69,0,1,4,0,0.0,129,1
741,standard,20.0,220.0,11,154,46,0,0,2,1,5.0,349,1
742,standard,20.0,600.0,30,144,23,0,1,5,0,0.0,902,0
743,standard,20.0,520.0,26,178,81,0,2,6,0,0.0,831,0
744,basic,10.0,40.0,4,0,118,0,0,3,0,0.0,208,0
745,standard,20.0,300.0,15,28,63,0,2,6,0,0.0,486,0
746,basic,10.0,200.0,20,51,98,0,0,4,0,0.0,673,0
747,basic,10.0,70.0,7,44,60,0,2,5,0,0.0,240,0
748,basic,10.0,220.0,22,151,41,0,0,11,0,0.0,677,1
749,premium,40.0,520.0,13,184,81,0,2,10,1,2.0,441,1
750,standard,20.0,200.0,10,162,108,0,0,2,0,0.0,379,0
751,standard,20.0,540.0,27,6,101,0,0,4,0,0.0,883,0
752,basic,10.0,10.0,1,112,28,0,1,1,0,0.0,29,0
753,basic,10.0,120.0,12,58,101,0,2,7,0,0.0,437,0
754,basic,10.0,100.0,10,182,73,0,1,4,0,0.0,348,1
755,basic,10.0,190.0,19,28,39,0,2,7,1,3.0,583,0
756,basic,10.0,270.0,27,170,73,0,1,8,0,0.0,853,0
757,standard,20.0,280.0,14,41,27,0,2,4,0,0.0,423,0
758,basic,10.0,360.0,36,50,39,0,3,6,0,0.0,1095,0
759,premium,40.0,600.0,15,119,61,1,1,5,1,2.0,486,0
760,basic,10.0,310.0,31,25,71,0,1,4,0,0.0,974,0
761,premium,40.0,1120.0,28,19,70,0,1,4,0,0.0,886,0
762,standard,20.0,460.0,23,42,110,0,0,5,0,0.0,773,0
763,standard,20.0,40.0,2,63,106,0,1,4,0,0.0,143,0
764,standard,20.0,640.0,32,81,84,0,0,2,1,0.0,1020,0
765,standard,20.0,440.0,22,69,100,0,0,2,0,0.0,732,0
766,premium,40.0,1320.0,33,111,57,1,1,5,0,0.0,1023,0
767,basic,10.0,210.0,21,34,55,0,1,4,0,0.0,657,0
768,standard,20.0,20.0,1,181,58,0,0,1,1,4.0,59,0
769,basic,10.0,280.0,28,46,51,0,2,5,0,0.0,869,0
770,basic,10.0,290.0,29,170,89,0,0,4,0,0.0,929,1
771,standard,20.0,220.0,11,179,78,0,0,3,0,0.0,380,1
772,standard,20.0,460.0,23,22,64,0,1,7,0,0.0,730,0
773,standard,20.0,340.0,17,139,39,0,2,5,0,0.0,523,0
774,basic,10.0,10.0,1,170,29,0,0,2,1,3.0,38,0
775,standard,20.0,620.0,31,66,88,2,6,9,0,0.0,990,1
776,basic,10.0,160.0,16,192,59,0,4,7,0,0.0,511,1
777,standard,20.0,60.0,3,130,69,0,1,3,0,0.0,136,0
778,premium,40.0,400.0,10,188,61,0,2,7,0,0.0,337,1
779,basic,10.0,10.0,1,116,28,1,2,2,0,0.0,28,1
780,standard,20.0,500.0,25,64,53,0,2,7,0,0.0,781,0
781,basic,10.0,120.0,12,119,33,1,4,11,0,0.0,365,0
782,standard,20.0,240.0,12,124,29,0,5,9,1,4.0,366,0
783,basic,10.0,110.0,11,145,50,0,0,4,0,0.0,359,1
784,basic,10.0,290.0,29,52,69,0,1,6,0,0.0,917,0
785,basic,10.0,70.0,7,58,84,0,0,7,0,0.0,269,0
786,standard,20.0,440.0,22,37,87,0,0,2,1,4.0,717,0
787,basic,10.0,310.0,31,55,36,0,2,6,0,0.0,942,0
788,basic,10.0,10.0,1,176,102,0,4,9,0,0.0,103,1
789,standard,20.0,340.0,17,58,79,0,1,9,0,0.0,565,0
790,basic,10.0,90.0,9,174,51,0,1,6,0,0.0,297,0
