customer_id,churn,future_12m_revenue
1663,1,60.0
1664,0,70.0
1665,0,280.0
1666,0,160.0
1667,0,50.0
1668,0,200.0
1669,1,70.0
1670,0,60.0
1671,0,50.0
1672,1,90.0
1673,0,120.0
1674,0,70.0
1675,0,40.0
1676,0,100.0
1677,1,160.0
1678,0,100.0
1679,0,200.0
1680,0,100.0
1681,1,70.0
1682,0,70.0
1683,0,480.0
1684,1,50.0
1685,0,80.0
1686,0,80.0
1687,0,100.0
1688,0,140.0
1689,0,200.0
1690,0,100.0
1691,0,90.0
1692,0,160.0
1693,0,70.0
1694,0,80.0
1695,0,30.0
1696,0,30.0
1697,0,100.0
1698,0,140.0
1699,0,70.0
1700,1,110.0
1701,1,240.0
1702,0,50.0
1703,0,80.0
1704,1,140.0
1705,0,40.0
1706,0,140.0
1707,1,240.0
1708,0,100.0
1709,0,50.0
1710,1,160.0
1711,0,90.0
1712,1,80.0
1713,0,140.0
1714,0,120.0
1715,1,70.0
1716,0,50.0
1717,0,160.0
1718,0,200.0
1719,1,60.0
1720,0,100.0
1721,0,160.0
1722,0,100.0
1723,0,80.0
1724,1,140.0
1725,0,70.0
1726,0,260.0
1727,0,320.0
1728,1,400.0
1729,0,90.0
1730,0,60.0
1731,1,50.0
1732,0,90.0
1733,0,70.0
1734,0,360.0
1735,0,90.0
1736,0,80.0
1737,0,70.0
1738,0,80.0
1739,0,20.0
1740,0,320.0
1741,0,80.0
1742,0,80.0
1743,1,200.0
1744,0,200.0
1745,0,30.0
1746,0,20.0
1747,0,100.0
1748,0,120.0
1749,1,200.0
1750,0,160.0
1751,0,100.0
1752,0,80.0
1753,0,100.0
1754,0,60.0
1755,0,60.0
1756,1,70.0
1757,1,80.0
1758,1,360.0
1759,0,40.0
1760,0,280.0
1761,0,320.0
1762,0,220.0
1763,0,220.0
1764,0,120.0
1765,0,200.0
1766,1,80.0
1767,0,70.0
1768,1,110.0
1769,0,280.0
1770,1,80.0
1771,1,50.0
1772,0,180.0
1773,1,140.0
1774,1,70.0
1775,0,60.0
1776,0,80.0
1777,1,280.0
1778,0,30.0
1779,0,60.0
1780,0,180.0
1781,0,40.0
1782,0,60.0
1783,1,360.0
1784,0,60.0
1785,0,200.0
1786,1,80.0
1787,0,280.0
1788,0,140.0
1789,0,110.0
1790,0,280.0
1791,0,70.0
1792,0,60.0
1793,1,50.0
1794,1,60.0
1795,0,100.0
1796,0,120.0
1797,1,200.0
1798,0,100.0
1799,0,90.0
1800,0,90.0
1801,0,220.0
1802,1,90.0
1803,1,240.0
1804,0,140.0
1805,0,200.0
1806,0,100.0
1807,0,50.0
1808,0,80.0
1809,0,60.0
1810,1,120.0
1811,0,160.0
1812,0,80.0
1813,0,50.0
1814,0,40.0
1815,0,120.0
1816,0,280.0
1817,0,220.0
1818,0,80.0
1819,0,10.0
1820,0,50.0
1821,0,50.0
1822,0,400.0
1823,0,60.0
1824,0,100.0
1825,0,200.0
1826,1,90.0
1827,0,60.0
1828,1,220.0
1829,1,90.0
1830,1,160.0
1831,0,90.0
1832,0,120.0
1833,1,120.0
1834,0,60.0
1835,1,160.0
1836,1,320.0
1837,0,100.0
1838,0,180.0
1839,1,160.0
1840,1,40.0
1841,0,60.0
1842,1,60.0
1843,0,220.0
1844,0,70.0
1845,0,160.0
1846,0,120.0
1847,0,200.0
1848,1,160.0
1849,0,220.0
1850,0,30.0
1851,0,50.0
1852,0,80.0
1853,0,80.0
1854,0,160.0
1855,0,80.0
1856,0,100.0
1857,1,70.0
1858,1,50.0
1859,0,60.0
1860,0,70.0
1861,0,50.0
1862,0,240.0
1863,0,140.0
1864,0,80.0
1865,1,90.0
1866,0,240.0
1867,0,100.0
1868,1,50.0
1869,0,80.0
1870,1,160.0
1871,0,100.0
1872,1,160.0
1873,0,90.0
1874,0,40.0
1875,0,100.0
1876,0,90.0
1877,0,240.0
1878,0,140.0
1879,0,80.0
1880,0,100.0
1881,0,70.0
1882,0,160.0
1883,0,60.0
1884,1,80.0
1885,0,60.0
1886,1,40.0
1887,0,100.0
1888,1,60.0
1889,0,160.0
1890,0,60.0
1891,1,20.0
1892,1,360.0
1893,0,140.0
1894,0,360.0
1895,0,40.0
1896,0,60.0
1897,0,140.0
1898,0,120.0
1899,0,80.0
1900,1,200.0
1901,0,160.0
1902,0,160.0
1903,1,60.0
1904,1,70.0
1905,1,60.0
1906,1,180.0
1907,0,200.0
1908,1,70.0
1909,0,90.0
1910,0,70.0
1911,0,80.0
1912,0,60.0
1913,0,50.0
1914,0,160.0
1915,1,60.0
1916,0,40.0
1917,0,60.0
1918,0,320.0
1919,1,120.0
1920,1,60.0
1921,0,90.0
1922,1,60.0
1923,1,40.0
1924,0,60.0
1925,0,30.0
1926,0,20.0
1927,1,40.0
1928,0,100.0
1929,0,120.0
1930,0,100.0
1931,0,60.0
1932,1,50.0
1933,0,110.0
1934,0,60.0
1935,0,70.0
1936,1,60.0
1937,0,70.0
1938,0,360.0
1939,1,60.0
1940,0,280.0
1941,0,100.0
1942,0,100.0
1943,0,160.0
1944,1,70.0
1945,0,60.0
1946,0,280.0
1947,0,100.0
1948,1,100.0
1949,0,320.0
1950,0,80.0
1951,1,200.0
1952,1,360.0
1953,0,400.0
1954,1,30.0
1955,0,140.0
1956,0,200.0
1957,1,220.0
1958,1,50.0
1959,0,160.0
1960,1,120.0
1961,0,120.0
1962,0,50.0
1963,0,130.0
1964,0,90.0
1965,0,50.0
1966,0,50.0
1967,1,140.0
1968,0,80.0
1969,0,140.0
1970,0,120.0
1971,0,240.0
1972,1,80.0
1973,0,100.0
1974,1,200.0
1975,0,200.0
1976,0,50.0
1977,1,100.0
1978,0,100.0
1979,0,90.0
1980,0,90.0
1981,0,120.0
1982,1,90.0
1983,0,40.0
1984,1,40.0
1985,0,120.0
1986,1,160.0
1987,0,60.0
1988,0,280.0
1989,1,60.0
1990,1,40.0
1991,1,120.0
1992,0,70.0
1993,0,40.0
1994,0,160.0
1995,0,220.0
1996,0,180.0
1997,0,70.0
1998,0,60.0
1999,0,80.0
2000,1,120.0
2001,0,180.0
2002,0,140.0
2003,0,50.0
2004,0,120.0
2005,0,60.0
2006,0,320.0
2007,0,360.0
2008,1,50.0
2009,1,50.0
2010,1,40.0
2011,1,120.0
2012,1,60.0
2013,0,60.0
2014,1,180.0
2015,0,100.0
2016,0,50.0
2017,1,120.0
2018,1,320.0
2019,0,120.0
2020,1,160.0
2021,1,110.0
2022,0,140.0
2023,0,100.0
2024,1,100.0
2025,0,60.0
2026,1,240.0
2027,0,70.0
2028,1,140.0
2029,0,180.0
2030,0,80.0
2031,0,70.0
2032,0,100.0
2033,0,160.0
2034,0,60.0
2035,0,100.0
2036,0,120.0
2037,0,400.0
2038,0,180.0
2039,0,50.0
2040,0,220.0
2041,1,80.0
2042,0,100.0
2043,0,40.0
2044,1,140.0
2045,0,140.0
2046,1,50.0
2047,0,60.0
2048,0,60.0
2049,1,50.0
2050,0,140.0
2051,0,70.0
2052,1,30.0
2053,1,120.0
2054,0,100.0
2055,0,560.0
2056,1,100.0
2057,0,200.0
2058,0,90.0
2059,0,60.0
2060,1,120.0
2061,0,90.0
2062,0,280.0
2063,0,40.0
2064,1,60.0
2065,0,140.0
2066,0,120.0
2067,0,180.0
2068,0,110.0
2069,1,140.0
2070,0,50.0
2071,1,40.0
2072,0,40.0
2073,0,90.0
2074,0,60.0
2075,0,220.0
2076,0,400.0
2077,0,60.0
2078,0,100.0
2079,0,240.0
2080,0,160.0
2081,0,70.0
2082,0,60.0
2083,0,160.0
2084,0,110.0
2085,0,120.0
2086,0,40.0
2087,0,360.0
2088,1,180.0
2089,1,280.0
2090,0,40.0
2091,0,180.0
2092,0,30.0
2093,0,100.0
2094,0,90.0
2095,0,200.0
2096,0,40.0
2097,0,200.0
2098,1,220.0
2099,0,60.0
2100,0,70.0
2101,0,30.0
2102,1,40.0
2103,0,360.0
2104,0,120.0
2105,0,80.0
2106,0,320.0
2107,0,80.0
2108,0,140.0
2109,0,120.0
2110,0,360.0
2111,0,40.0
2112,0,80.0
2113,0,120.0
2114,1,80.0
2115,0,200.0
2116,1,140.0
2117,0,40.0
2118,0,80.0
2119,0,60.0
2120,0,80.0
2121,0,240.0
2122,0,160.0
2123,0,100.0
2124,0,80.0
2125,1,80.0
2126,0,30.0
2127,0,80.0
2128,1,240.0
2129,0,220.0
2130,1,80.0
2131,0,100.0
2132,1,100.0
2133,0,520.0
2134,0,60.0
2135,0,200.0
2136,0,120.0
2137,1,100.0
2138,0,80.0
2139,0,80.0
2140,0,200.0
2141,0,180.0
2142,0,200.0
2143,0,120.0
2144,0,40.0
2145,1,70.0
2146,1,80.0
2147,0,120.0
2148,0,200.0
2149,0,160.0
2150,0,360.0
2151,0,80.0
2152,0,110.0
2153,0,100.0
2154,1,160.0
2155,0,160.0
2156,1,40.0
2157,0,90.0
2158,0,120.0
2159,1,60.0
2160,1,60.0
2161,1,120.0
2162,0,240.0
2163,1,200.0
2164,1,220.0
2165,0,90.0
2166,0,100.0
2167,0,120.0
2168,0,60.0
2169,1,120.0
2170,1,60.0
2171,0,80.0
2172,1,80.0
2173,0,80.0
2174,1,110.0
2175,0,80.0
2176,0,100.0
2177,0,70.0
2178,0,60.0
2179,0,150.0
2180,0,100.0
2181,0,50.0
2182,0,60.0
2183,0,50.0
2184,0,50.0
2185,0,140.0
2186,1,160.0
2187,1,160.0
2188,0,200.0
2189,0,100.0
2190,0,200.0
2191,0,90.0
2192,0,50.0
2193,0,80.0
2194,1,90.0
2195,0,360.0
2196,0,100.0
2197,1,90.0
2198,0,120.0
2199,1,90.0
2200,0,200.0
2201,1,100.0
2202,1,60.0
2203,0,200.0
2204,0,100.0
2205,0,30.0
2206,0,40.0
2207,0,80.0
2208,1,80.0
2209,0,140.0
2210,0,260.0
2211,1,50.0
2212,0,100.0
2213,0,80.0
2214,0,80.0
2215,0,120.0
2216,0,260.0
2217,0,50.0
2218,1,220.0
2219,0,70.0
2220,1,60.0
2221,1,80.0
2222,0,60.0
2223,0,40.0
2224,0,400.0
2225,0,70.0
2226,0,50.0
2227,0,70.0
2228,1,60.0
2229,1,160.0
2230,1,80.0
2231,1,120.0
2232,0,80.0
2233,0,80.0
2234,0,80.0
2235,0,160.0
2236,1,60.0
2237,1,30.0
2238,0,80.0
2239,0,70.0
2240,0,200.0
2241,0,30.0
2242,1,70.0
2243,1,130.0
2244,1,40.0
2245,1,50.0
2246,1,60.0
2247,1,30.0
2248,0,80.0
2249,1,50.0
2250,0,40.0
2251,1,70.0
2252,0,240.0
2253,0,240.0
2254,0,140.0
2255,0,40.0
2256,1,60.0
2257,1,50.0
2258,0,70.0
2259,0,240.0
2260,1,50.0
2261,1,160.0
2262,0,400.0
2263,1,180.0
2264,0,120.0
2265,0,120.0
2266,0,140.0
2267,1,320.0
2268,1,80.0
2269,1,90.0
2270,1,100.0
2271,0,50.0
2272,0,50.0
2273,0,60.0
2274,1,60.0
2275,0,100.0
2276,1,360.0
2277,1,60.0
2278,0,120.0
2279,1,30.0
2280,0,120.0
2281,0,180.0
2282,0,140.0
2283,1,120.0
2284,1,260.0
2285,1,40.0
2286,0,160.0
2287,0,160.0
2288,0,70.0
2289,0,280.0
2290,0,100.0
2291,0,100.0
2292,0,200.0
2293,1,70.0
2294,0,140.0
2295,0,100.0
2296,0,280.0
2297,0,110.0
2298,1,40.0
2299,1,100.0
2300,0,180.0
2301,0,90.0
2302,0,70.0
2303,0,140.0
2304,0,40.0
2305,0,110.0
2306,0,140.0
2307,1,90.0
2308,1,70.0
2309,1,140.0
2310,0,120.0
2311,0,210.0
2312,0,80.0
2313,0,60.0
2314,1,90.0
2315,0,70.0
2316,0,60.0
2317,0,320.0
2318,1,90.0
2319,0,160.0
2320,1,60.0
2321,0,100.0
2322,0,70.0
2323,1,140.0
2324,0,220.0
2325,0,70.0
2326,0,50.0
2327,0,240.0
2328,0,200.0
2329,0,120.0
2330,0,140.0
2331,0,180.0
2332,0,140.0
2333,0,70.0
2334,1,80.0
2335,1,120.0
2336,0,80.0
2337,0,240.0
2338,1,160.0
2339,1,120.0
2340,1,70.0
2341,1,120.0
2342,0,40.0
2343,0,160.0
2344,0,280.0
2345,0,50.0
2346,0,80.0
2347,0,100.0
2348,0,70.0
2349,0,80.0
2350,1,90.0
2351,0,160.0
2352,0,50.0
2353,0,280.0
2354,0,40.0
2355,0,400.0
2356,0,100.0
2357,0,80.0
2358,0,100.0
2359,0,60.0
2360,0,160.0
2361,0,50.0
2362,0,280.0
2363,1,60.0
2364,0,50.0
2365,0,80.0
2366,1,280.0
2367,0,120.0
2368,1,280.0
2369,0,80.0
2370,0,100.0
2371,0,120.0
2372,0,140.0
2373,0,60.0
2374,0,60.0
2375,0,200.0
2376,0,40.0
2377,1,100.0
2378,0,40.0
2379,0,280.0
2380,1,40.0
2381,0,80.0
2382,1,70.0
2383,1,140.0
2384,0,30.0
2385,0,70.0
2386,1,50.0
2387,1,120.0
2388,0,140.0
2389,0,160.0
2390,1,120.0
2391,0,140.0
2392,1,90.0
2393,0,80.0
2394,0,90.0
2395,1,160.0
2396,0,70.0
2397,0,60.0
2398,0,130.0
2399,0,200.0
2400,0,20.0
2401,0,360.0
2402,1,180.0
2403,1,140.0
2404,1,80.0
2405,0,80.0
2406,1,50.0
2407,1,60.0
2408,0,60.0
2409,0,320.0
2410,1,50.0
2411,0,50.0
2412,0,50.0
2413,0,440.0
2414,0,80.0
2415,1,140.0
2416,1,20.0
2417,0,20.0
2418,0,100.0
2419,0,70.0
2420,0,120.0
2421,0,200.0
2422,0,180.0
2423,0,90.0
2424,0,100.0
2425,0,50.0
2426,0,140.0
2427,0,120.0
2428,0,140.0
2429,0,80.0
2430,1,50.0
2431,0,60.0
2432,0,70.0
2433,1,180.0
2434,0,180.0
2435,0,160.0
2436,0,200.0
2437,0,360.0
2438,0,70.0
2439,1,280.0
2440,1,100.0
2441,0,120.0
2442,0,200.0
2443,0,140.0
2444,0,220.0
2445,0,50.0
2446,1,60.0
2447,0,160.0
2448,0,180.0
2449,1,400.0
2450,0,160.0
2451,0,200.0
2452,1,70.0
2453,0,120.0
2454,1,100.0
2455,0,20.0
2456,0,60.0
2457,1,100.0
2458,1,80.0
2459,0,240.0
2460,0,220.0
2461,0,90.0
2462,0,360.0
2463,0,90.0
2464,1,20.0
2465,0,180.0
2466,1,320.0
2467,1,40.0
2468,0,70.0
2469,0,40.0
2470,0,50.0
2471,1,130.0
2472,1,100.0
2473,1,90.0
2474,0,100.0
2475,1,120.0
2476,0,60.0
2477,1,400.0
2478,0,200.0
2479,1,140.0
2480,0,120.0
2481,0,80.0
2482,0,30.0
2483,1,140.0
2484,0,70.0
2485,0,90.0
2486,0,480.0
2487,1,100.0
2488,0,240.0
2489,1,20.0
2490,0,50.0
2491,0,60.0
2492,0,80.0
2493,0,90.0
2494,1,100.0
2495,0,70.0
2496,0,50.0
2497,0,100.0
2498,0,80.0
2499,0,120.0
2500,0,140.0
2501,1,120.0
2502,0,100.0
2503,0,120.0
2504,1,60.0
2505,0,160.0
2506,0,70.0
2507,0,320.0
2508,0,180.0
2509,0,80.0
2510,0,240.0
2511,0,50.0
2512,0,320.0
2513,0,280.0
2514,0,140.0
2515,0,100.0
2516,0,140.0
2517,0,160.0
2518,0,140.0
2519,0,140.0
2520,1,220.0
2521,0,280.0
2522,0,160.0
2523,0,80.0
2524,1,60.0
2525,1,130.0
2526,0,120.0
2527,0,160.0
2528,0,90.0
2529,1,120.0
2530,0,40.0
2531,1,100.0
2532,0,440.0
2533,0,50.0
2534,1,240.0
2535,1,50.0
2536,1,50.0
2537,1,180.0
2538,1,440.0
2539,0,50.0
2540,0,180.0
2541,0,110.0
2542,0,60.0
2543,0,100.0
2544,0,110.0
2545,1,60.0
2546,0,160.0
2547,1,440.0
2548,0,60.0
2549,0,80.0
2550,1,80.0
2551,0,100.0
2552,0,90.0
2553,0,200.0
2554,0,160.0
2555,0,140.0
2556,0,160.0
2557,0,180.0
2558,0,100.0
2559,1,40.0
2560,0,140.0
2561,0,120.0
2562,0,80.0
2563,0,200.0
2564,0,30.0
2565,1,140.0
2566,0,100.0
2567,1,160.0
2568,1,140.0
2569,0,80.0
2570,0,80.0
2571,0,80.0
2572,1,520.0
2573,0,60.0
2574,0,200.0
2575,0,60.0
2576,0,50.0
2577,0,240.0
2578,1,50.0
2579,0,40.0
2580,0,100.0
2581,0,80.0
2582,0,220.0
2583,0,280.0
2584,0,60.0
2585,0,100.0
2586,1,60.0
2587,1,140.0
2588,0,30.0
2589,1,70.0
2590,0,80.0
2591,0,320.0
2592,1,320.0
2593,1,60.0
2594,0,40.0
2595,0,90.0
2596,1,80.0
2597,1,60.0
2598,1,100.0
2599,1,50.0
2600,0,240.0
2601,0,120.0
2602,0,80.0
2603,0,90.0
2604,0,120.0
2605,0,180.0
2606,0,50.0
2607,0,140.0
2608,1,100.0
2609,0,160.0
2610,0,320.0
2611,1,110.0
2612,0,70.0
2613,0,50.0
2614,1,70.0
2615,0,320.0
2616,0,40.0
2617,0,70.0
2618,0,180.0
2619,1,80.0
2620,0,50.0
2621,1,120.0
2622,1,160.0
2623,0,200.0
2624,0,60.0
2625,0,160.0
2626,0,90.0
2627,1,140.0
2628,0,100.0
2629,0,80.0
2630,0,100.0
2631,0,140.0
2632,0,80.0
2633,1,160.0
2634,0,180.0
2635,0,70.0
2636,0,60.0
2637,1,120.0
2638,0,90.0
2639,1,160.0
2640,0,90.0
2641,0,110.0
2642,0,280.0
2643,1,100.0
2644,1,40.0
2645,0,40.0
2646,0,180.0
2647,0,50.0
2648,1,40.0
2649,0,90.0
2650,0,160.0
2651,1,100.0
2652,0,280.0
2653,0,360.0
2654,0,70.0
2655,0,90.0
2656,1,80.0
2657,0,100.0
2658,0,80.0
2659,0,280.0
2660,0,60.0
2661,0,200.0
2662,1,40.0
2663,1,120.0
2664,0,80.0
2665,0,160.0
2666,0,60.0
2667,0,60.0
2668,0,140.0
2669,0,70.0
2670,0,160.0
2671,1,40.0
2672,0,110.0
2673,0,60.0
2674,0,60.0
2675,0,100.0
2676,0,200.0
2677,0,100.0
2678,0,70.0
2679,1,40.0
2680,0,160.0
2681,0,80.0
2682,0,90.0
2683,0,80.0
2684,0,50.0
2685,0,110.0
2686,0,320.0
2687,0,80.0
2688,0,400.0
2689,1,180.0
2690,1,90.0
2691,0,180.0
2692,1,90.0
2693,1,90.0
2694,1,70.0
2695,0,100.0
2696,1,100.0
2697,0,160.0
2698,1,90.0
2699,0,160.0
2700,0,280.0
2701,0,160.0
2702,0,40.0
2703,1,90.0
2704,0,260.0
2705,1,70.0
2706,0,60.0
2707,0,100.0
2708,0,100.0
2709,0,160.0
2710,0,60.0
2711,0,30.0
2712,0,120.0
2713,0,80.0
2714,0,60.0
2715,1,200.0
2716,0,140.0
2717,0,280.0
2718,0,100.0
2719,0,280.0
2720,0,120.0
2721,0,200.0
2722,0,220.0
2723,0,70.0
2724,0,80.0
2725,0,200.0
2726,0,50.0
2727,0,200.0
2728,1,90.0
2729,0,100.0
2730,0,200.0
2731,0,240.0
2732,0,200.0
2733,0,70.0
2734,1,100.0
2735,0,90.0
2736,0,440.0
2737,0,100.0
2738,0,100.0
2739,0,70.0
2740,0,120.0
2741,0,90.0
2742,0,60.0
2743,0,180.0
2744,0,160.0
2745,0,320.0
2746,0,260.0
2747,1,50.0
2748,0,120.0
2749,0,100.0
2750,1,70.0
2751,0,280.0
2752,0,60.0
2753,1,90.0
2754,0,40.0
2755,0,160.0
2756,1,90.0
2757,0,140.0
2758,0,80.0
2759,0,120.0
2760,0,140.0
2761,0,180.0
2762,0,50.0
2763,1,280.0
2764,0,80.0
2765,0,80.0
2766,0,80.0
2767,0,220.0
2768,0,40.0
2769,1,140.0
2770,0,180.0
2771,0,100.0
2772,1,80.0
2773,0,90.0
2774,1,120.0
2775,0,90.0
2776,0,50.0
2777,1,80.0
2778,1,120.0
2779,1,200.0
2780,0,80.0
2781,1,100.0
2782,1,100.0
2783,0,60.0
2784,1,100.0
2785,0,120.0
2786,0,40.0
2787,1,90.0
2788,0,80.0
2789,0,100.0
2790,0,60.0
2791,0,100.0
2792,0,110.0
2793,0,220.0
2794,1,240.0
2795,0,100.0
2796,0,100.0
2797,0,30.0
2798,1,80.0
2799,0,140.0
2800,0,140.0
2801,0,200.0
2802,0,40.0
2803,1,100.0
2804,0,80.0
2805,0,120.0
2806,0,160.0
2807,0,70.0
2808,0,100.0
2809,0,60.0
2810,0,100.0
2811,0,80.0
2812,0,80.0
2813,0,140.0
2814,1,100.0
2815,0,30.0
2816,0,220.0
2817,0,160.0
2818,0,280.0
2819,0,50.0
2820,1,140.0
2821,0,40.0
2822,0,80.0
2823,0,110.0
2824,1,180.0
2825,1,80.0
2826,0,160.0
2827,0,40.0
2828,0,180.0
2829,0,320.0
2830,0,200.0
2831,1,180.0
2832,1,200.0
2833,0,180.0
2834,0,80.0
2835,1,240.0
2836,0,120.0
2837,0,160.0
2838,1,100.0
2839,0,440.0
2840,0,40.0
2841,0,160.0
2842,1,60.0
2843,0,50.0
2844,1,60.0
2845,0,120.0
2846,1,100.0
2847,0,30.0
2848,0,30.0
2849,0,80.0
2850,1,110.0
2851,1,90.0
2852,0,120.0
2853,1,160.0
2854,0,90.0
2855,1,120.0
2856,1,90.0
2857,0,80.0
2858,0,200.0
2859,1,50.0
2860,0,70.0
2861,1,20.0
2862,1,100.0
2863,1,40.0
2864,0,100.0
2865,0,180.0
2866,0,200.0
2867,0,160.0
2868,0,100.0
2869,1,70.0
2870,0,80.0
2871,0,100.0
2872,0,180.0
2873,0,120.0
2874,0,50.0
2875,0,160.0
2876,1,140.0
2877,0,100.0
2878,1,40.0
2879,0,70.0
2880,0,100.0
2881,0,200.0
2882,1,50.0
2883,0,70.0
2884,0,110.0
2885,1,220.0
2886,1,70.0
2887,0,60.0
2888,0,90.0
2889,1,60.0
2890,0,70.0
2891,0,200.0
2892,1,180.0
2893,0,40.0
2894,0,100.0
2895,0,70.0
2896,0,60.0
2897,1,60.0
2898,0,70.0
2899,1,80.0
2900,1,200.0
2901,0,50.0
2902,0,40.0
2903,0,200.0
2904,1,60.0
2905,0,320.0
2906,0,140.0
2907,1,90.0
2908,1,160.0
2909,0,100.0
2910,0,60.0
2911,1,280.0
2912,0,50.0
2913,0,100.0
2914,1,50.0
2915,0,120.0
2916,0,70.0
2917,0,70.0
2918,0,120.0
2919,1,220.0
2920,1,100.0
2921,1,90.0
2922,1,100.0
2923,0,120.0
2924,1,440.0
2925,0,140.0
2926,1,30.0
2927,0,120.0
2928,0,40.0
2929,0,80.0
2930,0,70.0
2931,0,120.0
2932,0,120.0
2933,1,80.0
2934,0,260.0
2935,0,70.0
2936,0,120.0
2937,0,90.0
2938,0,50.0
2939,0,60.0
2940,0,80.0
2941,0,30.0
2942,0,50.0
2943,0,280.0
2944,1,100.0
2945,1,50.0
2946,1,90.0
2947,1,130.0
2948,1,60.0
2949,1,320.0
2950,0,120.0
2951,0,100.0
2952,0,140.0
2953,0,120.0
2954,0,70.0
2955,0,200.0
2956,0,400.0
2957,0,60.0
2958,0,60.0
2959,0,140.0
2960,0,80.0
2961,0,180.0
2962,0,140.0
2963,1,280.0
2964,0,200.0
2965,0,120.0
2966,0,90.0
2967,0,50.0
2968,0,30.0
2969,0,70.0
2970,0,160.0
2971,1,50.0
2972,0,80.0
2973,0,60.0
2974,0,110.0
2975,1,80.0
2976,1,80.0
2977,1,80.0
2978,0,80.0
2979,0,20.0
2980,0,40.0
2981,0,160.0
2982,0,200.0
2983,0,240.0
2984,0,90.0
2985,0,50.0
2986,0,120.0
2987,0,140.0
2988,0,60.0
2989,0,320.0
2990,0,60.0
2991,0,60.0
2992,0,120.0
2993,0,50.0
2994,1,80.0
2995,0,50.0
2996,1,120.0
2997,0,40.0
2998,0,90.0
2999,1,60.0
3000,0,140.0
